Gene name	TranscriptID	Chromosome	Transcript length	GC Content	GC Stretch	Missing exon	Deleted exon	TOGA status
CDC20B	XM_031936998.1	NC_045426.1	1734	49.65	4.05	No	No	UL
CDC23	XM_003756583.4	NC_045427.1	1788	45.75	3.83544303797468	No	No	I
CDC25A	XM_031961007.1	NC_045426.1	1545	47.38	4.4	No	No	I
CDC26	XM_003757310.2	NC_045427.1	258	46.90	3.53846153846154	No	No	I
CDC27	XM_031965940.1	NC_045429.1	2502	40.73	3.38356164383562	No	No	I
CDC34	XM_031948268.1	NC_045426.1	711	58.23	4.3125	Yes	No	PI
CDC37L1	XM_031962175.1	NC_045426.1	1014	43.20	4.11428571428571	No	No	I
CDC40	XM_003769353.4	NC_045429.1	1740	42.53	3.7	No	No	I
CDC42	XM_003764880.4	NC_045428.1	576	43.92	3.52380952380952	No	No	I
CDC42BPB	XM_031953205.1	NC_045427.1	5139	41.58	3.49664429530201	No	No	I
CDC42BPG	XM_031943644.1	NC_045431.1	4083	68.43	4.95300261096606	Yes	No	M
CDC42EP1	XM_031940970.1	NC_045430.1	1122	65.86	4.8019801980198	No	No	I
CDC42EP2	XM_031943332.1	NC_045431.1	651	62.52	4.54	No	No	I
CDC42EP3	XM_003758352.4	NC_045427.1	768	44.92	3.5625	No	No	I
CDC42EP4	XM_003768539.3	NC_045429.1	1065	58.22	4.09210526315789	No	No	I
CDC42SE2	XM_003762975.4	NC_045426.1	255	43.92	3.16666666666667	No	No	I
CDC6	XM_031966224.1	NC_045429.1	1704	45.25	3.5	No	No	I
CDC7	XM_003767218.2	NC_045429.1	1677	46.93	4	No	No	I
CDC73	XM_031937078.1	NC_045429.1	1596	43.42	3.56363636363636	No	No	I
CDCA3	XM_031938258.1	NC_045430.1	807	54.03	3.88461538461538	No	No	I
CDCA4	XM_012549430.3	NC_045427.1	873	36.77	3.26315789473684	No	No	I
CDCA7	XM_012544825.3	NC_045428.1	1362	44.27	3.77358490566038	No	No	I
CDH1	XM_031950094.1	NC_045427.1	2679	46.88	3.72649572649573	No	No	I
CDH11	XM_031950335.1	NC_045427.1	2388	44.26	3.57142857142857	No	No	I
CDH12	XM_003759641.2	NC_045426.1	2385	43.14	3.24675324675325	No	No	I
CDH13	XM_023494633.2	NC_045427.1	2142	44.02	3.47435897435897	No	No	I
CDH15	XM_031950125.1	NC_045427.1	2520	62.38	4.51428571428571	No	No	I
CDH18	XM_003759639.2	NC_045426.1	2373	42.90	3.45945945945946	No	No	I
CDH19	XM_031946689.1	NC_045426.1	2316	40.20	3.36923076923077	No	No	I
CDH2	XM_031946492.1	NC_045426.1	2730	43.26	3.62790697674419	No	No	I
CDH20	XM_031946158.1	NC_045426.1	2406	47.96	3.6875	No	No	I
CDH23	XM_031956552.1	NC_045427.1	10065	55.00	4.07109004739336	Yes	No	PI
CDH24	XM_031955036.1	NC_045427.1	2346	60.19	4.24731182795699	No	No	I
CDH3	XM_031950095.1	NC_045427.1	2592	53.32	4.02027027027027	No	No	I
CDH4	XM_031949243.1	NC_045427.1	2748	48.58	3.90243902439024	No	No	I
CDH5	XM_031950332.1	NC_045427.1	2376	48.23	3.69911504424779	No	No	I
CDH7	XM_031946685.1	NC_045426.1	2175	42.57	3.4625	No	No	I
CDH8	XM_031950338.1	NC_045427.1	2400	42.33	3.58441558441558	No	No	I
CDH9	XM_031946144.1	NC_045426.1	1860	40.27	3.57142857142857	No	No	I
CDHR1	XM_003755146.2	NC_045427.1	2586	48.53	3.70338983050847	No	No	I
CDHR5	XM_031943581.1	NC_045431.1	1116	59.77	4.30487804878049	Yes	No	M
CDIP1	XM_031945291.1	NC_045426.1	609	55.67	3.95121951219512	No	No	I
CDIPT	XM_031963588.1	NC_045426.1	642	54.21	4	No	No	I
CDK14	XM_031939985.1	NC_045430.1	1410	46.17	3.98333333333333	Yes	No	PI
CDK15	XM_031958320.1	NC_045428.1	1302	47.16	3.79245283018868	No	No	I
CDK16	XM_031944377.1	NC_045432.1	1833	58.76	4.32592592592593	Yes	No	PI
CDK17	XM_031939814.1	NC_045430.1	1572	43.70	3.70491803278689	No	No	I
CDK18	XM_031937232.1	NC_045429.1	1437	55.39	4.02040816326531	No	No	I
CDK19	XM_031964405.1	NC_045429.1	1524	45.14	3.796875	No	No	I
CDK2	XM_023505282.2	NC_045430.1	1053	49.38	3.54385964912281	No	No	I
CDK20	XM_031944774.1	NC_045432.1	1200	59.75	4.18181818181818	No	No	UL
CDK2AP1	XM_031948471.1	NC_045426.1	348	59.20	3.93939393939394	No	No	I
CDK3	XM_031965846.1	NC_045429.1	1083	64.54	5.01176470588235	Yes	No	M
CDK4	XM_031941059.1	NC_045430.1	915	55.30	3.80645161290323	No	No	I
CDK5	XM_031940236.1	NC_045430.1	822	52.19	3.96153846153846	Yes	No	UL
CDK5R1	XM_031967609.1	NC_045429.1	921	60.04	4.15277777777778	No	No	I
CDK5R2	XM_031958036.1	NC_045428.1	1089	70.52	5.41346153846154	No	No	I
CDK5RAP3	XM_003768332.3	NC_045429.1	1521	50.10	3.69565217391304	No	No	I
CDK6	XM_031940016.1	NC_045430.1	981	51.78	4.05660377358491	No	No	I
CDK7	XM_031965910.1	NC_045426.1	1041	42.36	3.51282051282051	No	No	I
CDK9	XM_031954687.1	NC_045427.1	1518	58.56	5.22	Yes	No	PI
CDKAL1	XM_003760138.4	NC_045426.1	1734	40.25	3.34615384615385	Yes	No	PI
CDKL5	XM_031958916.1	NC_045428.1	3087	43.25	3.58771929824561	No	No	I
CDKN1A	XM_031964972.1	NC_045429.1	495	58.99	4.075	No	No	I
CDKN1B	XM_003771270.3	NC_045430.1	600	52.83	4.175	No	No	I
CDKN1C	XM_031942565.1	NC_045431.1	753	75.56	6.08108108108108	No	No	I
CDKN2AIP	XM_003773044.4	NC_045431.1	1884	45.49	3.75609756097561	No	No	I
CDKN2C	XM_023501561.2	NC_045429.1	558	69.35	6.16279069767442	No	No	I
CDKN2D	XM_012541924.3	NC_045426.1	504	70.04	5.43181818181818	No	No	I
CDNF	XM_003771448.4	NC_045430.1	570	42.81	3.76190476190476	No	No	I
CDON	XM_031960928.1	NC_045428.1	3774	43.53	3.448	No	No	I
CDR2	XM_031942022.1	NC_045426.1	1365	49.74	3.74137931034483	No	No	I
CDR2L	XM_031965767.1	NC_045429.1	1407	58.49	4.25581395348837	No	No	UL
CDRT4	XM_003770481.3	NC_045429.1	513	44.44	3.40909090909091	No	No	I
CDSN	XM_031965196.1	NC_045429.1	1839	53.89	3.66071428571429	No	No	I
CDT1	XM_031950140.1	NC_045427.1	1815	65.73	5.08552631578947	Yes	No	I
CDV3	XM_031940098.1	NC_045430.1	756	56.22	6.67647058823529	Yes	No	PI
CDX1	XM_003756707.2	NC_045427.1	807	61.59	4.58823529411765	No	No	I
CDX2	XM_003764472.4	NC_045428.1	897	58.42	4.5	No	No	I
CDYL	XM_031946914.1	NC_045426.1	1680	40.48	3.47272727272727	No	No	I
CEBPA	XM_003757174.4	NC_045427.1	1074	63.41	4.87341772151899	Yes	No	M
CEBPB	XM_012539705.3	NC_045427.1	1089	65.29	5.1978021978022	Yes	No	M
CEBPD	XM_031946430.1	NC_045426.1	1074	71.97	7.69014084507042	No	No	I
CEBPE	XM_003755869.4	NC_045427.1	843	62.99	4.53424657534247	No	No	I
CEBPG	XM_031954372.1	NC_045427.1	453	46.14	3.31578947368421	No	No	I
CEBPZOS	XM_031951281.1	NC_045427.1	276	38.77	4.18181818181818	Yes	No	PI
CEL	XM_003757445.4	NC_045427.1	1896	54.11	3.73913043478261	No	No	I
CELA1	XM_003772211.3	NC_045430.1	801	51.94	3.69565217391304	No	No	I
CELF1	XM_023506362.2	NC_045431.1	1545	50.49	3.71232876712329	No	No	I
CELF2	XM_023504698.2	NC_045430.1	1692	48.76	3.6551724137931	No	No	I
CELF3	XM_003769936.2	NC_045429.1	1377	59.84	4.2280701754386	Yes	No	PI
CELF4	XM_031946032.1	NC_045426.1	1752	58.22	4.5	No	No	I
CELF5	XM_031948241.1	NC_045426.1	1512	59.06	4.06666666666667	Yes	No	PI
CELF6	XM_031956349.1	NC_045427.1	1425	62.25	4.71186440677966	Yes	No	PI
CELSR1	XM_031938540.1	NC_045430.1	8871	66.64	5.0863697705803	Yes	No	UL
CELSR3	XM_031959672.1	NC_045426.1	10068	60.72	4.44823232323232	Yes	No	PI
CEMIP	XM_012542064.2	NC_045427.1	4101	45.26	3.50857142857143	No	No	I
CEND1	XM_012553038.2	NC_045431.1	408	69.12	4.95348837209302	No	No	I
CENPA	XM_003767106.4	NC_045427.1	420	55.95	4.53333333333333	Yes	No	PI
CENPJ	XM_031960842.1	NC_045428.1	4074	36.06	3.41772151898734	No	No	I
CENPO	XM_023494586.2	NC_045427.1	888	42.91	3.38235294117647	No	No	I
CENPQ	XM_003769141.4	NC_045429.1	834	35.37	3.66666666666667	No	No	I
CENPS	XM_031962891.1	NC_045428.1	426	50.94	3.91666666666667	No	No	I
CENPT	XM_031950257.1	NC_045427.1	1653	51.12	3.73809523809524	No	No	UL
CENPU	XM_031942939.1	NC_045431.1	1236	39.48	3.4375	No	No	I
CENPW	XM_031964310.1	NC_045429.1	264	48.48	4.66666666666667	No	No	I
CENPX	XM_003768598.3	NC_045429.1	240	45.83	4	No	No	I
CEP112	XM_031965669.1	NC_045429.1	2970	38.05	3.44117647058824	No	No	I
CEP120	XM_012542613.3	NC_045426.1	2955	39.86	3.375	No	No	I
CEP126	XM_003764283.2	NC_045428.1	3444	36.56	3.54430379746835	No	No	I
CEP131	XM_003768635.4	NC_045429.1	3297	48.59	3.57638888888889	No	No	I
CEP170	XM_023502035.2	NC_045429.1	4971	41.32	3.47826086956522	No	No	I
CEP250	XM_012553265.3	NC_045427.1	7185	51.18	3.71554252199413	No	No	I
CEP41	XM_003771607.3	NC_045430.1	1269	46.89	3.68253968253968	No	No	I
CEP55	XM_031956079.1	NC_045427.1	1389	37.80	3.32258064516129	No	No	I
CEP57L1	XM_031964449.1	NC_045429.1	1338	38.49	3.11111111111111	No	No	I
CEP68	XM_031950579.1	NC_045427.1	2292	48.82	3.69565217391304	No	No	I
CEP70	XM_031959808.1	NC_045428.1	1560	35.45	3.375	No	No	I
CEP85	XM_012545536.3	NC_045428.1	2286	52.01	3.6044776119403	No	No	I
CEP97	XM_031959609.1	NC_045428.1	2592	42.63	3.43421052631579	No	No	I
CEPT1	XM_031967262.1	NC_045429.1	1251	41.97	3.39473684210526	No	No	I
CER1	XM_003762150.2	NC_045426.1	780	45.51	3.25	No	No	I
CERCAM	XM_031954742.1	NC_045427.1	1782	56.79	4.15702479338843	No	No	I
CERS2	XM_031967487.1	NC_045429.1	1149	50.39	3.78787878787879	No	No	I
CERS3	XM_003755584.3	NC_045427.1	1125	38.58	3.3448275862069	No	No	I
CERS5	XM_031937917.1	NC_045430.1	1182	50.25	3.88059701492537	No	No	I
CERS6	XM_031960516.1	NC_045428.1	1191	44.92	3.38775510204082	Yes	No	PI
CERT1	XM_031966363.1	NC_045426.1	1878	42.17	3.54237288135593	No	No	I
CETN2	XM_023506984.2	NC_045432.1	555	45.23	3.95454545454545	No	No	I
CETN3	XM_031967422.1	NC_045426.1	504	35.52	3.2	No	No	I
CFAP126	XM_003769656.4	NC_045429.1	744	49.73	3.575	Yes	No	M
CFAP20	XM_031949931.1	NC_045427.1	585	51.45	3.83870967741935	No	No	I
CFAP221	XM_031959953.1	NC_045428.1	2496	36.34	3.45652173913043	No	No	I
CFAP299	XM_031944215.1	NC_045431.1	756	43.25	3.40909090909091	No	No	I
CFAP300	XM_003764275.4	NC_045428.1	804	38.31	3.73913043478261	No	No	I
CFAP410	XM_012550210.2	NC_045429.1	885	61.92	4.20547945205479	Yes	No	M
CFAP44	XM_031959667.1	NC_045428.1	5406	41.34	3.50887573964497	Yes	No	PI
CFAP57	XM_031969292.1	NC_045429.1	3747	55.19	4.13761467889908	Yes	No	PI
CFAP61	XM_031951048.1	NC_045427.1	3696	38.80	3.31521739130435	No	No	I
CFAP69	XM_031939978.1	NC_045430.1	3021	39.92	3.84	No	No	I
CFAP77	XM_003757434.2	NC_045427.1	870	50.92	3.91379310344828	No	No	I
CFAP97	XM_031943458.1	NC_045431.1	1929	42.51	4.6078431372549	No	No	UL
CFAP97D1	XM_003768147.4	NC_045429.1	495	39.19	3.33333333333333	No	No	I
CFAP99	XM_031942841.1	NC_045431.1	2106	42.26	3.62686567164179	No	No	I
CFB	XM_012548917.3	NC_045429.1	2274	46.00	3.63366336633663	No	No	I
CFL1	XM_023506707.2	NC_045431.1	450	55.33	4.17857142857143	No	No	I
CFL2	XM_003759048.4	NC_045427.1	804	46.14	3.91891891891892	No	No	UL
CFLAR	XM_031958349.1	NC_045428.1	1485	43.03	3.52941176470588	No	No	I
CGA	XM_003769263.4	NC_045429.1	480	44.38	3.35294117647059	No	No	I
CGGBP1	XM_003765523.4	NC_045428.1	504	45.63	3.17647058823529	No	No	I
CGN	XM_031967534.1	NC_045429.1	3726	58.08	4.19066147859922	No	No	I
CGNL1	XM_003755724.4	NC_045427.1	3960	44.02	3.6171875	No	No	I
CGREF1	XM_031951386.1	NC_045427.1	1248	53.69	3.65333333333333	No	No	UL
CH25H	XM_031956992.1	NC_045427.1	990	67.98	4.95454545454545	No	No	I
CHAC1	XM_031952109.1	NC_045427.1	669	63.83	4.7719298245614	No	No	I
CHAC2	XM_003758280.4	NC_045427.1	555	43.24	4.05263157894737	No	No	I
CHAD	XM_003770326.4	NC_045429.1	1086	55.71	3.8169014084507	No	No	I
CHAMP1	XM_031958766.1	NC_045428.1	2817	45.05	3.74509803921569	Yes	No	M
CHCHD1	XM_031956493.1	NC_045427.1	357	53.78	4.48	No	No	I
CHCHD2	XM_003770064.4	NC_045429.1	468	61.32	4.29411764705882	No	No	I
CHCHD3	XM_031939079.1	NC_045430.1	714	44.54	3.76190476190476	No	No	I
CHCHD4	XM_031955860.1	NC_045426.1	1038	65.61	5.32183908045977	No	No	I
CHCHD7	XM_003759764.4	NC_045426.1	258	39.15	3.25	No	No	I
CHD1	XM_031968190.1	NC_045426.1	5493	38.49	3.50406504065041	No	No	I
CHD1L	XM_003769877.4	NC_045429.1	2664	47.48	3.7258064516129	No	No	I
CHD2	XM_031955534.1	NC_045427.1	5511	43.17	3.47916666666667	No	No	I
CHD4	XM_031938277.1	NC_045430.1	5820	49.52	3.80794701986755	No	No	I
CHD5	XM_031963748.1	NC_045428.1	5847	54.57	4.11413043478261	Yes	No	PI
CHD6	XM_031953991.1	NC_045427.1	8235	44.01	3.51666666666667	No	No	I
CHD7	XM_031946364.1	NC_045426.1	9000	45.31	3.56486486486486	No	No	I
CHD8	XM_003755809.4	NC_045427.1	7785	48.76	3.6657824933687	Yes	No	I
CHD9	XM_031954491.1	NC_045427.1	8763	41.13	3.49433962264151	No	No	I
CHFR	XM_031956428.1	NC_045426.1	1965	50.28	3.95698924731183	No	No	I
CHGA	XM_012547169.3	NC_045427.1	1362	50.44	3.83050847457627	Yes	No	I
CHGB	XM_003758205.3	NC_045427.1	2007	40.11	3.43137254901961	No	No	I
CHI3L1	XM_012547799.3	NC_045429.1	1143	48.91	3.5	No	No	I
CHI3L2	XM_031967271.1	NC_045429.1	1134	47.27	3.50793650793651	No	No	I
CHIC1	XM_023506909.2	NC_045432.1	723	49.79	4.36363636363636	No	No	I
CHIT1	XM_012547788.3	NC_045429.1	1425	50.81	3.71428571428571	No	No	I
CHKA	XM_031942328.1	NC_045431.1	1377	53.89	4.98701298701299	Yes	No	PI
CHKB	XM_003770813.4	NC_045430.1	1167	54.07	4.36764705882353	Yes	No	PI
CHMP1A	XM_031950114.1	NC_045427.1	591	49.41	3.78260869565217	No	No	I
CHMP2A	XM_003766756.4	NC_045428.1	666	63.06	4.80392156862745	Yes	No	M
CHMP3	XM_003758636.3	NC_045427.1	669	52.47	3.83783783783784	No	No	I
CHMP4A	XM_003755883.4	NC_045427.1	669	49.18	3.5	No	No	I
CHMP4B	XM_031953871.1	NC_045427.1	678	50.00	4.62068965517241	Yes	No	PI
CHMP4C	XM_003759674.4	NC_045426.1	699	46.21	3.74193548387097	No	No	I
CHMP7	XM_003758070.4	NC_045427.1	1353	54.10	4.13698630136986	No	No	I
CHN1	XM_012544834.3	NC_045428.1	1380	42.32	3.57142857142857	No	No	I
CHORDC1	XM_031960967.1	NC_045428.1	1002	38.92	3.5	No	No	I
CHPF	XM_023500625.2	NC_045428.1	2319	65.03	4.72222222222222	Yes	No	PI
CHPF2	XM_003772735.4	NC_045430.1	2319	62.92	4.78804347826087	No	No	UL
CHRAC1	XM_031947242.1	NC_045426.1	420	44.52	4	No	No	I
CHRD	XM_031968085.1	NC_045429.1	3078	67.09	5.01818181818182	Yes	No	PI
CHRM1	XM_031941544.1	NC_045431.1	1392	66.67	4.98290598290598	Yes	No	M
CHRM2	XM_003771646.3	NC_045430.1	1404	44.09	3.51020408163265	No	No	I
CHRM3	XM_003767793.3	NC_045429.1	1758	47.16	3.53086419753086	No	No	I
CHRM5	XM_003775237.3	NC_045427.1	1560	52.50	3.83505154639175	No	No	I
CHRNA1	XM_003763981.3	NC_045428.1	1374	43.60	3.5	No	No	I
CHRNA3	XM_023495792.2	NC_045427.1	1497	48.83	3.90666666666667	No	No	I
CHRNA5	XM_031956786.1	NC_045427.1	1440	45.56	4.03225806451613	No	No	I
CHRNA6	XM_023494738.2	NC_045427.1	1479	38.27	3.28205128205128	No	No	I
CHRNA7	XM_012543738.2	NC_045427.1	1509	50.23	3.83950617283951	No	No	I
CHRNA9	XM_003773298.2	NC_045431.1	1434	44.07	3.75438596491228	No	No	I
CHRNB1	XM_031965434.1	NC_045429.1	1509	51.09	3.87951807228916	No	No	I
CHRNB4	XM_003754886.3	NC_045427.1	1512	51.12	3.94805194805195	No	No	I
CHRNE	XM_012548776.3	NC_045429.1	1485	53.27	3.88297872340426	No	No	I
CHRNG	XM_003770274.3	NC_045429.1	1545	59.55	4.29357798165138	Yes	No	PI
CHST1	XM_031941535.1	NC_045431.1	1263	72.21	6.03703703703704	No	No	I
CHST10	XM_003765657.4	NC_045428.1	1140	41.58	3.36842105263158	No	No	I
CHST11	XM_031938096.1	NC_045430.1	1059	54.01	3.91379310344828	No	No	I
CHST12	XM_003761537.4	NC_045426.1	1260	42.94	3.39622641509434	No	No	I
CHST13	XM_031955988.1	NC_045426.1	1026	56.34	4.1830985915493	No	No	I
CHST14	XM_003755993.4	NC_045427.1	1137	66.75	5.05050505050505	Yes	No	M
CHST15	XM_031956007.1	NC_045427.1	1680	40.54	3.26666666666667	No	No	I
CHST2	XM_031957812.1	NC_045428.1	1572	69.91	6.008	No	No	I
CHST3	XM_031956545.1	NC_045427.1	1380	64.42	4.88495575221239	No	No	I
CHST6	XM_031950001.1	NC_045427.1	1197	62.82	4.38144329896907	No	No	I
CHST7	XM_031959082.1	NC_045428.1	1488	66.33	5.19230769230769	No	No	I
CHST8	XM_023494149.2	NC_045427.1	1281	65.57	4.99065420560748	Yes	No	M
CHST9	XM_031946738.1	NC_045426.1	1176	37.50	3.35714285714286	No	Yes	I
CHSY1	XM_003755597.4	NC_045427.1	2460	44.84	3.97849462365591	No	No	I
CHTF8	XM_031950093.1	NC_045427.1	366	47.27	3.47368421052632	No	No	I
CHTOP	XM_031966594.1	NC_045429.1	831	55.96	4.13725490196078	No	No	I
CHUK	XM_031956681.1	NC_045427.1	2241	44.40	4.16216216216216	No	No	I
CIAO1	XM_031950952.1	NC_045427.1	1020	54.61	3.80597014925373	No	No	I
CIAO2A	XM_003755630.4	NC_045427.1	483	46.79	4.27272727272727	No	No	I
CIAPIN1	XM_003757278.4	NC_045427.1	939	45.15	3.25641025641026	No	No	I
CIART	XM_012549695.3	NC_045429.1	1200	52.92	3.85714285714286	No	No	I
CIB1	XM_031955614.1	NC_045427.1	576	49.31	3.58333333333333	No	No	I
CIC	XM_031961673.1	NC_045428.1	5352	68.95	5.0246679316888	Yes	No	M
CIDEA	XM_012541562.2	NC_045426.1	651	44.24	3.75	No	No	I
CIDEB	XM_003755899.3	NC_045427.1	678	53.39	4	No	No	I
CILK1	XM_012549127.3	NC_045429.1	1893	44.53	3.51807228915663	No	No	I
CILP2	XM_023496813.2	NC_045426.1	3759	59.70	4.4	No	No	I
CIP2A	XM_003763560.4	NC_045428.1	2730	38.86	3.32075471698113	No	No	I
CIPC	XM_012547784.3	NC_045427.1	1206	47.01	3.57142857142857	No	No	I
CIR1	XM_003763978.4	NC_045428.1	1431	42.14	3.71428571428571	No	No	I
CIRBP	XM_031948041.1	NC_045426.1	567	47.80	3.88461538461538	No	No	I
CISD3	XM_031966160.1	NC_045429.1	390	56.41	4.55555555555556	No	No	I
CISH	XM_003762263.4	NC_045426.1	753	55.78	3.98076923076923	No	No	I
CIT	XM_023497175.2	NC_045426.1	6216	48.38	3.70877192982456	No	No	I
CITED1	XM_003775009.3	NC_045432.1	414	60.87	4.17647058823529	No	No	I
CITED2	XM_003769503.4	NC_045429.1	741	55.06	4	No	No	I
CITED4	XM_031962328.1	NC_045428.1	588	66.50	4.6551724137931	No	No	I
CIZ1	XM_031954714.1	NC_045427.1	1923	56.58	3.98333333333333	No	No	I
CKAP2	XM_012545257.3	NC_045428.1	2106	37.27	3.5	No	No	I
CKAP2L	XM_012540483.3	NC_045427.1	2352	53.36	4.08333333333333	No	No	I
CKAP4	XM_031937820.1	NC_045430.1	1779	54.86	3.95327102803738	Yes	No	PI
CKAP5	XM_031942601.1	NC_045431.1	6129	47.17	3.67279411764706	No	No	I
CKB	XM_031953192.1	NC_045427.1	1146	54.71	3.91304347826087	No	No	I
CKM	XM_031963204.1	NC_045428.1	1146	57.16	4.375	Yes	No	PI
CKMT1A	XM_003756057.3	NC_045427.1	1254	51.44	3.828125	No	No	I
CKS1B	XM_012548197.3	NC_045429.1	240	49.58	3.61538461538462	No	No	I
CLASP2	XM_031949161.1	NC_045426.1	5196	64.97	4.96997690531178	Yes	No	M
CLASRP	XM_031963221.1	NC_045428.1	2013	63.49	4.88414634146341	Yes	No	PI
CLBA1	XM_031953122.1	NC_045427.1	1026	46.78	4.14	No	No	I
CLCF1	XM_031943255.1	NC_045431.1	678	68.88	5.09677419354839	Yes	No	M
CLCN1	XM_023504933.2	NC_045430.1	2970	52.66	3.85326086956522	No	No	I
CLCN2	XM_031968757.1	NC_045429.1	2805	65.81	5.04602510460251	Yes	No	PI
CLCN3	XM_003773078.4	NC_045431.1	2601	42.79	3.62222222222222	No	No	I
CLCN4	XM_031959007.1	NC_045428.1	2313	47.77	3.76635514018692	No	No	I
CLCN6	XM_031962852.1	NC_045428.1	2613	52.20	3.97902097902098	Yes	No	I
CLCN7	XM_031945773.1	NC_045426.1	2436	48.48	3.91304347826087	No	No	I
CLDN1	XM_031957428.1	NC_045428.1	636	57.08	4.16279069767442	No	No	I
CLDN11	XM_003766161.4	NC_045428.1	624	57.85	3.78260869565217	No	No	I
CLDN12	XM_031939984.1	NC_045430.1	735	69.12	5.33846153846154	No	No	I
CLDN14	XM_003763376.2	NC_045428.1	708	50.85	3.4	No	No	I
CLDN15	XM_031965364.1	NC_045429.1	708	53.81	3.78260869565217	No	No	I
CLDN16	XM_031957426.1	NC_045428.1	708	58.05	4.33333333333333	No	No	I
CLDN17	XM_003763378.2	NC_045428.1	672	43.90	3.54545454545455	No	No	I
CLDN19	XM_003765465.3	NC_045428.1	675	59.85	4.13725490196078	No	No	I
CLDN2	XM_023506871.2	NC_045432.1	696	62.79	4.47272727272727	No	No	I
CLDN23	XM_031942144.1	NC_045431.1	834	64.99	4.37209302325581	No	No	I
CLDN25	XM_003764215.2	NC_045428.1	690	52.17	3.94285714285714	No	No	I
CLDN3	XM_031967944.1	NC_045429.1	666	68.92	5.59615384615385	No	No	I
CLDN4	XM_031967943.1	NC_045429.1	630	67.46	5.25490196078431	No	No	I
CLDN5	XM_031948983.1	NC_045426.1	657	70.17	5.69090909090909	No	No	I
CLDN6	XM_012543142.3	NC_045426.1	669	56.05	3.91489361702128	No	No	I
CLDN7	XM_003768779.3	NC_045429.1	636	52.52	3.81818181818182	No	No	I
CLDN9	XM_031945637.1	NC_045426.1	654	59.48	4.02083333333333	No	No	I
CLEC2L	XM_003771656.2	NC_045430.1	645	56.12	4.83783783783784	Yes	No	PI
CLEC3A	XM_003758360.2	NC_045427.1	585	44.79	3.44827586206897	No	No	I
CLEC3B	XM_003771969.4	NC_045430.1	609	58.62	4.68888888888889	No	No	I
CLEC4E	XM_003772400.4	NC_045430.1	648	41.51	3.42105263157895	No	No	I
CLEC4G	XM_003760902.4	NC_045426.1	966	49.17	3.55102040816327	No	No	I
CLEC5A	XM_031939225.1	NC_045430.1	660	43.79	3.45833333333333	No	No	I
CLGN	XM_031944129.1	NC_045431.1	1830	36.89	3.37777777777778	No	No	I
CLIC1	XM_003768910.4	NC_045429.1	726	47.25	3.4	No	No	I
CLIC2	XM_031944823.1	NC_045432.1	738	47.43	3.78125	No	No	I
CLIC3	XM_003757523.2	NC_045427.1	714	56.30	3.97826086956522	No	No	I
CLIC4	XM_031962571.1	NC_045428.1	636	49.37	3.9	No	No	I
CLIC5	XM_031964756.1	NC_045429.1	1347	43.73	3.42857142857143	No	No	I
CLIC6	XM_003763417.3	NC_045428.1	2112	48.53	3.86666666666667	No	No	I
CLINT1	XM_031953602.1	NC_045427.1	1866	44.48	3.3625	No	No	I
CLIP1	XM_031948495.1	NC_045426.1	6606	41.84	3.53977272727273	No	No	I
CLIP2	XM_031967933.1	NC_045429.1	3132	60.54	4.38990825688073	No	No	I
CLIP3	XM_031963107.1	NC_045428.1	1806	63.79	4.46875	Yes	Yes	UL
CLK2	XM_031966708.1	NC_045429.1	1494	52.68	4.18292682926829	No	No	I
CLK3	XM_031956601.1	NC_045427.1	1473	55.19	4.125	No	No	I
CLMN	XM_003756577.4	NC_045427.1	3018	42.21	3.43	No	No	I
CLMP	XM_031960185.1	NC_045428.1	1125	56.71	4.74285714285714	No	No	I
CLN3	XM_012543322.3	NC_045426.1	1320	50.76	3.57534246575342	No	No	I
CLN5	XM_003765820.4	NC_045428.1	1158	42.83	3.9	No	No	I
CLN8	XM_003757917.4	NC_045427.1	867	43.14	3.45833333333333	No	No	I
CLNK	XM_031942105.1	NC_045431.1	1281	48.24	3.61290322580645	No	No	I
CLNS1A	XM_031961508.1	NC_045428.1	732	46.99	3.96296296296296	No	No	I
CLOCK	XM_031944013.1	NC_045431.1	2562	40.71	3.375	No	No	I
CLP1	XM_012552691.3	NC_045431.1	1278	52.97	4.02777777777778	No	No	I
CLPB	XM_031962000.1	NC_045428.1	2106	57.83	4.50714285714286	No	No	I
CLPP	XM_031947753.1	NC_045426.1	741	56.68	4.42307692307692	Yes	No	PI
CLPS	XM_003768983.2	NC_045429.1	339	52.80	4	No	No	I
CLPTM1L	XM_003759584.4	NC_045426.1	1617	39.89	3.57142857142857	No	No	I
CLPX	XM_003755649.4	NC_045427.1	1896	42.72	3.68253968253968	No	No	I
CLSTN1	XM_031962903.1	NC_045428.1	2985	51.22	3.98666666666667	Yes	No	I
CLSTN2	XM_031959829.1	NC_045428.1	2604	46.16	3.54716981132075	No	No	I
CLSTN3	XM_031938243.1	NC_045430.1	2874	52.37	3.72619047619048	Yes	No	I
CLTB	XM_031953722.1	NC_045427.1	681	53.74	3.975	No	No	I
CLU	XM_031951462.1	NC_045427.1	1377	47.57	3.5593220338983	No	No	I
CLUAP1	XM_031945620.1	NC_045426.1	1275	40.71	3.61538461538462	No	No	I
CLUH	XM_031967812.1	NC_045429.1	4641	60.70	4.46017699115044	Yes	No	PI
CLVS1	XM_031946360.1	NC_045426.1	1065	44.69	3.64285714285714	No	No	I
CLVS2	XM_003769411.2	NC_045429.1	984	43.90	3.73529411764706	No	No	I
